id,sort,hitokoto,from,from_who,creator,created_at
5898,Poetry,千里莺啼绿映红，水村山郭酒旗风。,江南春,杜牧,a632079,1586398138.0
5899,Poetry,相见争如不见，多情何似无情。,西江月·宝髻松松挽就,司马光,a632079,1586398139.0
5900,Poetry,感时花溅泪，恨别鸟惊心。,春望,杜甫,a632079,1586398139.0
5901,Poetry,春未绿，鬓先丝。人间别久不成悲。,鹧鸪天·元夕有所梦,姜夔,a632079,1586398139.0
5902,Poetry,丈夫非无泪，不洒离别间。,别离,陆龟蒙,a632079,1586398140.0
5903,Poetry,未觉池塘春草梦，阶前梧叶已秋声。,偶成,朱熹,a632079,1586398140.0
5904,Poetry,殷勤昨夜三更雨，又得浮生一日凉。,鹧鸪天·林断山明竹隐墙,苏轼,a632079,1586398140.0
5905,Poetry,千古兴亡多少事？悠悠。不尽长江滚滚流。,南乡子·登京口北固亭有怀,辛弃疾,a632079,1586398141.0
5906,Poetry,惟将终夜常开眼，报答平生未展眉。,遣悲怀三首·其三,元稹,a632079,1586398141.0
5907,Poetry,草木也知愁，韶华竟白头。,唐多令·柳絮,曹雪芹,a632079,1586398142.0
5908,Poetry,银烛秋光冷画屏，轻罗小扇扑流萤。,秋夕,杜牧,a632079,1586398480.0
5909,Poetry,人生得意须尽欢，莫使金樽空对月。,将进酒,李白,a632079,1586398480.0
5910,Poetry,众口铄金，积毁销骨。,史记·张仪列传,,a632079,1586398481.0
5911,Poetry,美人自古如名将，不许人间见白头。,随园诗话·卷四,,a632079,1586398481.0
5912,Poetry,衰兰送客咸阳道，天若有情天亦老。,金铜仙人辞汉歌,李贺,a632079,1586398481.0
5913,Poetry,少小离家老大回，乡音无改鬓毛衰。,回乡偶书二首·其一,贺知章,a632079,1586398482.0
5914,Poetry,何处望神州？满眼风光北固楼。,南乡子·登京口北固亭有怀,辛弃疾,a632079,1586398482.0
5915,Poetry,红颜未老恩先断，斜倚薰笼坐到明。,后宫词,白居易,a632079,1586398482.0
5916,Poetry,李白如今已仙去，月在青天几圆缺？,把酒对月歌,唐寅,a632079,1586398483.0
5917,Poetry,清明时节雨纷纷，路上行人欲断魂。,清明,杜牧,a632079,1586398483.0
5918,Poetry,臣心一片磁针石，不指南方不肯休。,扬子江,文天祥,a632079,1586398483.0
5919,Poetry,燕子来时新社，梨花落后清明。,破阵子·春景,晏殊,a632079,1586398484.0
5920,Poetry,青山相待，白云相爱，梦不到紫罗袍共黄金带。,山坡羊·道情,宋方壶,a632079,1586398484.0
5921,Poetry,但使龙城飞将在，不教胡马度阴山。,出塞二首,王昌龄,a632079,1586398484.0
5922,Poetry,一别如斯，落尽梨花月又西。,采桑子·当时错,纳兰性德,a632079,1586398484.0
5923,Poetry,晚日寒鸦一片愁。柳塘新绿却温柔。,鹧鸪天·晚日寒鸦一片愁,辛弃疾,a632079,1586398485.0
5924,Poetry,山随平野尽，江入大荒流。,渡荆门送别,李白,a632079,1586398485.0
5925,Poetry,卧看满天云不动，不知云与我俱东。,襄邑道中,陈与义,a632079,1586398485.0
5926,Poetry,烟笼寒水月笼沙，夜泊秦淮近酒家。,泊秦淮,杜牧,a632079,1586398486.0
5927,Poetry,一叫一回肠一断，三春三月忆三巴。,宣城见杜鹃花 / 子规,李白,a632079,1586398486.0
5929,Poetry,绿树阴浓夏日长，楼台倒影入池塘。,山亭夏日,高骈,a632079,1586398487.0
5930,Poetry,梅花雪，梨花月，总相思。,相见欢·年年负却花期,张惠言,a632079,1586398487.0
5931,Poetry,零落成泥碾作尘，只有香如故。,卜算子·咏梅,陆游,a632079,1586398487.0
5934,Poetry,遇沉沉不语之士，且莫输心；见悻悻自好之人，应须防口。,菜根谭·概论,,a632079,1586398488.0
5935,Poetry,浮云游子意，落日故人情。,送友人,李白,a632079,1586398489.0
5936,Poetry,黄鹤一去不复返，白云千载空悠悠。,黄鹤楼 / 登黄鹤楼,崔颢,a632079,1586398489.0
5937,Poetry,北国风光，千里冰封，万里雪飘。,沁园春·雪,毛泽东,a632079,1586398489.0
5938,Poetry,梧桐叶上三更雨，叶叶声声是别离。,鹧鸪天·一点残红欲尽时,周紫芝,a632079,1586398490.0
5939,Poetry,思君如流水，何有穷已时。,室思,徐干,a632079,1586398490.0
5940,Poetry,居高声自远，非是藉秋风。,蝉,虞世南,a632079,1586398490.0
5941,Poetry,儿童散学归来早，忙趁东风放纸鸢。,村居,高鼎,a632079,1586398490.0
5942,Poetry,北方有佳人，绝世而独立。,李延年歌,李延年,a632079,1586398491.0
5943,Poetry,寒夜客来茶当酒，竹炉汤沸火初红。,寒夜,杜耒,a632079,1586398491.0
5944,Poetry,看朱成碧思纷纷，憔悴支离为忆君。,如意娘,武则天,a632079,1586398491.0
5945,Poetry,远上寒山石径斜，白云深处有人家。,山行,杜牧,a632079,1586398492.0
5946,Poetry,春色满园关不住，一枝红杏出墙来。,游园不值,叶绍翁,a632079,1586398492.0
5947,Poetry,当君怀归日，是妾断肠时。,春思,李白,a632079,1586398492.0
5948,Original,想不完的思念，道不尽的话。,原创,陈树凤,陈树凤,1586610324.0
5949,Philosophy,不管风吹浪打，胜似闲庭信步。,毛泽东语录精选,毛泽东,微笑阿猪,1586611853.0
5950,Philosophy,多少事，从来急，天地转，光阴迫，一万年太久，只争朝夕。,毛泽东语录,毛泽东,微笑阿猪,1586611930.0
5951,Philosophy,历史的发展是不以人的意志为转移的。,毛泽东,毛泽东,微笑阿猪,1586612015.0
5952,Philosophy,没有调查就没有发言权。,毛泽东,毛泽东,微笑阿猪,1586612047.0
5954,Other,开始的倾心交谈，沦为平淡。,《与我无关》,阿冗,晚柠,1586564028.0
5955,Original,我喜新厌旧得厉害，而你是个例外，其他的我从不专一。,原创,D.I.E.玩家·K,Npc玩家柯拉,1586776765.0
5956,Literature,来源于噩梦，却是迷人的。,网络,流光印记,流光印记,1586339855.0
5957,Literature,人类充满了谎言，我又怎能独善其身,流光印记,南枝,流光印记,1586339906.0
5960,Netease,就像那句狠话：有一天，我一定会后悔的。,网易云,此账号已注销,破晓之雪,1586821497.0
5961,Animation,只要呼唤你的名字，我们的牵绊就永远不会消逝。,紫罗兰永恒花园外传：永远与自动手记人偶,艾米,梦逍遥,1586787898.0
5962,Philosophy,以有涯随无涯，殆已！已而为知者，殆而已矣！,庄子,庄周,CloverGit,1586998830.0
5963,Comics,此时此刻的咱啊，能和汝在一起，是最幸福的了。,狼与香辛料,支仓冻砂,人活着就是为了贤狼赫萝,1586916630.0
5964,Other,你的眼中，明暗交杂，一笑生花。,起风了,米果,郭遥,1587108705.0
5965,Literature,何人知我霜雪催，何人与我共一醉。,杀破狼,Priest,山崎卉熹,1587125462.0
5967,Netease,世界之大为何我们相遇，难道是缘分，难道是天意。,我的歌声里,曲婉婷,陈树凤,1587181370.0
5971,Original,给你的努力一个交代，挥出已经紧握在双拳中的梦想。,原创,柠檬盐,柠檬盐,1587437012.0
5972,Animation,别低下头  排球是一门积极向上的运动！,排球少年,,Erwin,1587448247.0
5974,Poetry,千年后，锦城相吊，遇草堂翁。,八声甘州·读诸葛武侯传,王质,郭遥,1587742863.0
5975,Original,我已经过了会脸红的年纪。,原创,陈树凤,陈树凤,1587643310.0
5976,Original,眼泪不能洗去痛苦，但岁月足以抹去一切。,原创,希铁石z,希铁石,1588064435.0
5977,Original,不是我熬夜，是黑夜需要我这颗璀璨明亮的星。,原创,希铁石z,希铁石,1588064353.0
5978,Original,我们都是游离于这个时代之外的人，我们永远无法理解别人。,原创,希铁石z,希铁石,1588064399.0
5980,Internet,你站在高处，就少往下看。,b站评论,rgo142,Irony,1588164388.0
5984,Original,每天都是新的一天，有好运比什么都强。,契约千魂,契约千魂,契约,1586341364.0
5985,Original,我们终究还是走散了。,契约千魂,契约千魂,契约,1586341514.0
5986,Other,如果喜欢和合适撞个满怀多好。,不待,契约千魂,契约,1586341544.0
5988,Internet,春天适合努力和拥抱。,网络,网络,契约,1586341605.0
5989,Internet,把温柔和心软留给值得的人。,网络,网络,契约,1586341691.0
5990,Internet,你逆光而来，配得上世间所有的美好。,网络,网络,契约,1586341705.0
5991,Internet,我从他的生命里消失，而他依然闪亮。,网络,网络,契约,1586341723.0
5992,Internet,你搅散一池星光成为我的月亮。,网络,网络,契约,1586341795.0
5993,Internet,他会找到别的月光，你也会拥有你的月亮。,网络,网络,契约,1586341876.0
5994,Internet,能不能停下来，看看那个满眼泪花奔向你的我。,网络,网络,契约,1586341893.0
5995,Internet,事已至此，幸而夜风对他温柔。,网络,网络,契约,1586341911.0
5996,Internet,就算终有一散也别辜负相遇。,网络,网络,契约,1586341932.0
5997,Internet,你依然让我觉得美好且心动，但我已经没有力气和勇气再去拥抱。,网络,网络,契约,1586341969.0
5999,Internet,今日过后，所有晦暗都留给过往，凛冬散尽，星河长明。,网络,网络,契约,1586342145.0
6000,Other,吾志所向，一往无前，愈挫愈奋，再接再厉。,孙中山,孙中山,flowphyl,1586362439.0
6003,Literature,我怎么会知道，这些牡蛎产自哪个海岸呢？,猎魔人Ⅴ：火之洗礼,安德烈·斯帕克沃斯基,郭遥,1586482703.0
6004,Other,在人间有谁活着不像是一场炼狱，我不哭我已经没有尊严能放弃。,在人间,王建房,lzt,1586500363.0
6007,Film and television,就像是一场华尔街的阴谋，透露着优雅的杀戮。,神探夏洛克,,Npc玩家柯拉,1586939443.0
6008,Film and television,一个细胞里，却分裂出了两种截然不同的命运。,法医秦明,秦明,Npc玩家柯拉,1586939487.0
6009,Original,对于事情的预期越低，失败的时候越不伤心，成功的时候就越快乐。,原创,TPSET,TPSET,1586605984.0
6010,Original,人生，自在意，得其乐。,原创,陈树凤,陈树凤,1586610137.0
6011,Original,如果人生结束，连遗言都没有，会不会太可惜。,原创,陈树凤,陈树凤,1586610194.0
6013,Literature,把别人的经验变成自己的，他的本事就大了。,毛主席语录,毛泽东,微笑阿猪,1586611889.0
6014,Literature,高贵者最愚蠢，卑贱者最聪明！,毛泽东,毛泽东,微笑阿猪,1586611983.0
6015,Poetry,路漫漫其修远兮，吾将上下而求索。,离骚,屈原,今天不散步,1588567048.0
6016,Animation,理解何为孤单，努力想得到爱的你，内心的悲伤是否稍微宣泄了呢？,夏目友人帐,,PercyDan,1588646502.0
6018,Internet,过去已成过去，将来还是将来，而我们能改变的只有现在。,网络,网友,005,1586650226.0
6019,Film and television,人的痛苦会把自己折磨到多深呢？,如实陈述,,Npc玩家柯拉,1586776496.0
6020,Poetry,仁不行商、义不守财；情不立威，善不居官；慈不掌兵，柔不监国。,增广贤文,,青面灵圣,1586776967.0
6021,Film and television,如果你仲记得我，就返转头啦。,刑事侦缉档案,,Npc玩家柯拉,1586939583.0
6022,Literature,宇宙很大，生活更大，也许以后还有缘相见。,三体,智子,chunbingge,1589109595.0
6023,Animation,自己不经意的一句话，触动了别人的心。,恋如雨止,近藤正己,酷儿,1589297820.0
6024,Poetry,星垂平野阔，月涌大江流。,旅夜书怀,杜甫,一剑还,1589357291.0
6025,Poetry,离离原上草，一岁一枯荣。,草,白居易,本事,1589357161.0
6026,Poetry,故人西辞黄鹤楼，烟花三月下扬州。,黄鹤楼送孟浩然之广陵,李白,本事,1589357238.0
6027,Poetry,相思似海深，旧事如天远。,卜算子·答施,乐婉,qwqbear,1590306925.0
6034,Animation,游荡的孤高灵魂不需要羁绊之处。,我的青春恋爱物语果然有问题,渡航,pinming,1587047913.0
6035,Literature,我怎么会知道，这些牡蛎产自哪个海岸呢？,猎魔人Ⅴ：火之洗礼,薇歌,郭遥,1587083845.0
6036,Comics,愿时光能缓，愿故人不散！,我们仍未知道那天所看见的花的名字,,陌人犹未归,1587104717.0
6037,Internet,愿你的青春如花般绽放。,QQ空间,,陌人犹未归,1587105044.0
6038,Internet,梦想还是要有的，万一见鬼了呢？,网络,,qwqbear,1587110305.0
6039,Animation,如果说现在的日子过得很穷困，那我就去喜欢上穷困。,隐瞒之事,后藤姬,eaea,1587128926.0
6040,Literature,所爱隔山海，山海不可平。,无题,littlesen,lzt,1587260225.0
6041,Philosophy,绝望的人没有故乡。,加缪手记·第二卷,阿尔贝·加缪,溟YX,1587344972.0
6043,Literature,信仰如锁，凡人在这头，神明在另一头。,黎明之剑,远瞳,流光印记,1587488562.0
6044,Literature,胸中有丘壑，眉目作山河。胸中有丘壑，眼里存山河。,你才是自己的过来人,李爱玲,你听我说,1587513273.0
6046,Animation,一日为灵，终生为影，灵气共生，魂命无分，阴阳调和，万物皆宁。,灵契,瓶子,幻梦琉影,1587537112.0
6049,Animation,千载流年一如梦，月落山河一世倾。,灵契,瓶子,幻梦琉影,1587537318.0
6050,Original,梦醒人终散，缘尽情已空。,原创,幻梦琉影,幻梦琉影,1587537956.0
6052,Comics,如果有一个喜欢你的人出现，一定不要凶她哦！,次元战争·红龙,瑶瑶,Rain,1587546774.0
6053,Animation,不可结缘，徒留寂寞……,夏目友人帐,夏目友人帐,Jamesjili,1587618180.0
6054,Netease,想一个人有多想念，那又是文字失效瞬间。,仓颉,五月天,小杨,1587639189.0
6055,Original,你如果認識以前的我，也許你會原諒現在的我。,原创,Hasty,hasty,1587650012.0
6057,Original,我真想拉起你的手，逃向初晴的天空和田野，不畏縮也不回顧。,原创,Hasty,hasty,1587650246.0
6058,Original,風可以決定樹的方向，而你可以決定自己的方向。,原创,Hasty,hasty,1587650289.0
6059,Poetry,行到水穷处，坐看云起时。,终南别业,王维,voyager,1587707837.0
6060,Poetry,无奈被些名利缚，无奈被些情担阁，可惜风流总闲却。,千秋岁引·秋景,王安石,临川入梦,1587730306.0
6065,Netease,——什么是孤独？——心里明明空荡荡的，却什么也装不下。,网易云,此账号已注销,破晓之雪,1587878121.0
6066,Original,悲痛藏于心，欢喜言于表。说的不就是我们吗！,原创,白凝羽,白凝羽,1587881022.0
6068,Games,“做到最牛”就是我所订下的每日标准，不管到哪儿都是。,英雄联盟,德莱文,KangKang,1588001227.0
6069,Original,过去的不再回来，回来的不再美好。,原创,窃格瓦斯·凡,希铁石,1588063142.0
6070,Games,用悲伤来治愈会摧毁它。而悲伤是它的私人事务。我们不能干涉。,Minecraft,终末之诗,希铁石,1588063568.0
6071,Games,宇宙说：你所斗争的黑暗就在你心中，你所寻找的光明就在你心中。,Minecraft,终末之诗,希铁石,1588063602.0
6072,Original,我们通常把自己做的傻事称为“命运”。,原创,凡ICE,希铁石,1588063834.0
6073,Original,站起来吧孩子，没人会看见倒下的人。,原创,凡ICE,希铁石,1588063891.0
6074,Original,勇气就是明知会受伤，却还要这样做，愚蠢也是如此。,原创,凡ICE,希铁石,1588063934.0
6075,Original,某些人喜好名利是“好大喜功”，某些人喜好名利是“人之常情”。,原创,希铁石z,希铁石,1588063996.0
6076,Literature,知道各位都是不要命的，我们也是冲不要命来的。,三体,刘慈欣,希铁石,1588064058.0
6077,Literature,我点燃了火，却控制不了它。,三体,刘慈欣,希铁石,1588064100.0
6078,Literature,虫子从来就没有真正被战胜过。,三体,刘慈欣,希铁石,1588064143.0
6079,Literature,没有了对高处的恐惧，就体会不到高处之美。,三体II·黑暗森林,刘慈欣,希铁石,1588064194.0
6080,Literature,什么样的人都有，包括完美的人和完美的女人，只是你无缘遇到。,三体II·黑暗森林,刘慈欣,希铁石,1588064253.0
6081,Original,何必怕鬼，折磨你的永远是人。何必怕死，折磨你的永远是生。,原创,希铁石z,希铁石,1588064304.0
6082,Original,社会是个就像个机床，人就像块没有加工过的铁。,原创,小忧忧,小忧忧,1588228034.0
6083,Original,往回首。即使那些不悦的，厌恶的，也化作尘埃，随风而去。,原创,GoodChing,GoodChing,1588240790.0
6084,Original,人生路上，岔路口。如何走？自己的路。,原创,GoodChing,GoodChing,1588240944.0
6085,Internet,路为纸，地成册，行做笔，心当墨。,CCTV9,,司徒和丞相,1588301055.0
6086,Literature,虚空，孤寂。,原创,GoodChing,GoodChing,1588331053.0
6087,Original,执着与进退？这是个问题。,原创,GoodChing,GoodChing,1588331097.0
6088,Animation,一代锤子一代皇，代代锤子教做人！,斗罗大陆,102集弹幕,Rainbow after rain,1588494321.0
6091,Netease,隔着屏幕轻易产生感情的你，肯定很孤独吧。,you're somebody else,,xiaoz,1588497019.0
6092,Poetry,生当复来归，死当长相思。,留别妻,苏武,qwqbear,1590307036.0
6093,Poetry,愿我如星君如月，夜夜流光相皎洁。,车遥遥篇,范成大,qwqbear,1590306845.0
6094,Poetry,山有木兮木有枝，心悦君兮君不知。,越人歌,,qwqbear,1590306742.0
6095,Literature,勇者愤怒，抽刃向更强者；怯者愤怒，却抽刃向更弱者。,华盖集·杂感,鲁迅,qwqbear,1590306373.0
6096,Literature,终此一生，只有两种办法：要么梦见生活，要么落实生活。,勒内·夏尔,,stydxm,1590287820.0
6097,Literature,明月装饰了你的窗子，你装饰了别人的梦。,断章,卞之琳,LemonPig,1590196041.0
6098,Original,不会去爱，那就别爱，天有注定，缘也会散。,原创,陈树凤,陈树凤,1590138682.0
6099,Poetry,回首向来萧瑟处，归去， 也无风雨也无晴。,定风波,苏轼,Vaine0,1590134642.0
6100,Literature,斩尽杀绝，这是对一个文明最高的重视。,三体,刘慈欣,~灿若繁星~,1589952285.0
6102,Other,假如失去追寻的动力，人类将消失在永恒的黑暗中。,深い森,Do As Infinity,PercyDan,1588646543.0
6103,Other,他们想要的成熟我想不通，他们嘴里的软弱我听不懂.,不愿回头,南征北战,PercyDan,1588648090.0
6104,Film and television,世事变幻无常，而近乎永恒不变者，唯你我头上的同一片星空。,万国志,,PercyDan,1588648123.0
6105,Film and television,如果温柔是罪，那就只能用拳头来洗清我们犯下的罪孽。,镇魂街,曹玄亮,PercyDan,1588658329.0
6106,Animation,花早晚会凋谢，记忆最终也会消散。,镇魂街,,PercyDan,1588659101.0
6109,Literature,此后如竟没有炬火，我便是唯一的光。,热风,鲁迅,匕田,1588511838.0
6110,Games,我们就这样，生活在此地并不断离别。,崩坏三,后崩坏书,星野鈴美,1588512410.0
6112,Original,他们的人生本该是充满希望，而不是在深渊的泥潭里绝望的打滚。,原创,陈树凤,陈树凤,1588553889.0
6113,Original,星河浩瀚，万人争渡。,梦中,流光印记,流光印记,1588568255.0
6114,Other,若是我笑得皮开又肉绽，就莫问，离合悲欢。,至尊宝,徐良,Cat,1588590960.0
6117,Literature,一定要爱这点什么，恰似草木对光阴的柔情。,人间草木,汪曾祺,Monique,1588510460.0
6118,Literature,世界灿烂盛大，欢迎回家。,全球高考,木苏里,水夕是汐,1588668111.0
6120,Literature,亲爱的，我把自己放在你耳边，你会听到的吧。,全球高考,木苏里,水夕是汐,1588668295.0
6121,Literature,所以说爱恨真是奇怪的东西，有的早早腐烂入土，有的刻骨。,全球高考,木苏里,水夕是汐,1588668325.0
6122,Literature,只有身处暖春，才会怕冷。,全球高考,木苏里,水夕是汐,1588668474.0
6123,Literature,怪物之所以是怪物，不是因为做了什么，而是它为什么做。,全球高考,木苏里,水夕是汐,1588668500.0
6125,Animation,未来始终掌握在自己手中，从中滑落的，我们称之为过去。,末日时在做什么？有没有空？可以来拯救吗？,,Liak,1588760783.0
6130,Animation,我不努力，就见不到你了啊。,昨日之歌,野中晴,eaea,1591538136.0
6131,Animation,无可取代的东西要到失去后才知道珍惜呢。,干物妹小埋,,爱喝快乐水的小埋,1591697988.0
6133,Original,无眠之夜黑混沌，她忘点灯昏红阵。,混沌点阵,Awoluua_,Awoluua_,1591403463.0
6134,Original,灰尽暗夜燎前线，烟起迷雾挂蓝巾。,前线迷雾,Awoluua_,Awoluua_,1591403490.0
6135,Internet,你知道什么叫幸福嘛？幸福就是拍拍手。,哔哩哔哩,我是皮皮参,皮皮参,1591426396.0
6137,Animation,没有什么背叛，只不过是忠诚过期了而已。,凹凸世界,帕洛斯,AMU,1591446636.0
6139,Internet,我拯救了全世界，全世界却抛弃了我。,哔哩哔哩,,皮皮参,1591426015.0
6140,Literature,愿中国青年都摆脱冷气，只是向上走，不必听自暴自弃者的话……,新青年,鲁迅,穷枫,1591432156.0
6142,Original,她着红衣丝千里，天铺巨网罩深红。,深红之网,Awoluua_,Awoluua_,1591403527.0
6144,Original,虽然我的心脏停止跳动了，但它不会停止爱你。,我死了,残灯晓霜,残灯晓霜,1589004130.0
6149,Original,心比顽石，药师无益，心若水泊，浮萍无存。,原创,可,可,1589272933.0
6150,Literature,七情拆解，无非心印；六欲所指，皆由心生。,我师兄实在太稳健了,言归正传,青面灵圣,1589277169.0
6151,Original,嘴上说着考名校，手里打着游戏，你是在和谁开玩笑。,原创,边妤仙,边妤仙,1589346050.0
6152,Original,不要想，去感受。,原创,边妤仙,边妤仙,1589346243.0
6153,Original,趁现在吧，一点一点，重新来过。,原创,边妤仙,边妤仙,1589346366.0
6154,Original,不要随便找个参照物就坠落得理所应当。,原创,边妤仙,边妤仙,1589346504.0
6155,Original,不用羡慕，你也是太阳。,原创,边妤仙,边妤仙,1589346861.0
6156,Literature,愿你出走半生，归来仍是少年。,愿你出走半生，归来仍是少年,孙衍,郭遥,1589356208.0
6157,Other,是谁来自山川湖海，却囿于昼夜厨房与爱。,揪心的玩笑与漫长的白日梦,姬赓,郭遥,1589356568.0
6158,Other,夜来草木见露水，鸿雁南渡避寒。,雪中悍刀行,烽火戏诸侯,本事,1589357425.0
6159,Original,做生意人站在道德与法律之内，做资本家只要在法律范围内即可。,原创,茗莠,茗莠,1589434958.0
6160,Literature,若批评不自由，则赞美无意义。,费加罗的婚礼,博马舍,怀表小兔,1589440601.0
6161,Games,夜醒众人漫漫夜，宝船乘风破浪声。,樱之诗,,怀表小兔,1589440817.0
6162,Internet,经典之所以称之为经典，因为它能经得起时间的考验。,哔哩哔哩,,砂水c,1589455340.0
6163,Poetry,未觉池塘春草梦，阶前梧叶已秋声。,偶成,朱熹,怀表小兔,1589519762.0
6164,Literature,恋情未露人已知，本欲独自暗相思。,阴阳师,梦枕貘,thyhates,1589534998.0
6165,Original,失落至极致，是虚无。,原创,GoodChing,GoodChing,1589635005.0
6166,Original,无法忘却的，无法留念的，就让它随风去吧。,原创,GoodChing,GoodChing,1589635110.0
6167,Literature,所见即所得，所想及所见。,原创,GoodChing,GoodChing,1589635253.0
6168,Original,如果累，那就停下来，想一想，你在做什么……,一颗忙乱的大脑,ideng,ideng,1589725461.0
6170,Literature,生而为人，我很抱歉！,人间失格,太宰治,木兮,1589774922.0
6171,Internet,别丧了，说不定你也是别人心中偷偷藏起来的光。,网络,一个可爱的人吧,XrCuWa,1589873287.0
6172,Animation,Ko no Dio da!,JOJO的奇妙冒险,迪奥,Fight_xing,1589893939.0
6173,Animation,我们不是大人，而是同学吧。,恋如雨止,九条千寻,酷儿,1589905646.0
6174,Internet,每一次选择，都要为其承担后果。,网络,,酷儿,1589905867.0
6175,Philosophy,知识有两种，一种是你知道的，一种是你知道在哪里能找到的！,塞缪尔·约翰逊,,Mr96,1589939352.0
6177,Literature,失去人性，失去很多，失去兽性，失去一切。,三体 Ⅲ 死神永生,刘慈欣,~灿若繁星~,1589952224.0
6178,Literature,哪有什么岁月静好，只是有人在替你负重前行。,哪有什么岁月静好，不过是有人替你负重前行,苏心,stydxm,1589983944.0
6179,Film and television,I will always be here for you.,环太平洋 Pacific Rim,,Awoluua_,1590074335.0
6180,Animation,今天的我，凌驾于阿修罗之上！,机动战士高达00,格拉汉姆,smallxu,1590321135.0
6181,Animation,Exia，驱逐目标！,机动战士高达00,刹那F清英,smallxu,1590321173.0
6182,Netease,每个人的心里，都有一个忘不记，却无法拥抱珍惜的人。,热评,,青羊,1590349622.0
6183,Poetry,急雨收残暑，梧桐一叶惊。,西游记,吴承恩,郭遥,1590373870.0
6184,Literature,God said: Let there be light.,Holy Bible,,CerberusX,1590378057.0
6185,Original,始无弱，盛极衰，和以中之大同。,大略,朴素,Pusu,1590482093.0
6186,Original,如日中天，群魔乱舞，应臆。,大略,朴素,Pusu,1590482145.0
6187,Original,不以为然的存在，细品起来会得到意想不到的有趣。,小世,朴素,Pusu,1590482170.0
6188,Original,避弊盗利非小人不可为，须纳其弊方承其禾。,安世,朴素,Pusu,1590482193.0
6189,Original,扬帆起航，于舟渡之。,小世,朴素,Pusu,1590482208.0
6190,Original,需要的不外乎是“路程”，也许能一步到位。,小世,朴素,Pusu,1590482222.0
6191,Original,或许此刻需要“推力”来成长。,小世,朴素,Pusu,1590482253.0
6192,Original,静以制动，明以破军。,安世,朴素,Pusu,1590482275.0
6193,Poetry,兼山艮，君子以思不出其位。,论语·宪问,,Pusu,1590482291.0
6194,Original,冬至子月，证启明兆。倚伏依之。,小世,朴素,Pusu,1590482313.0
6195,Original,春秋相往犹如似水流年。,小世,朴素,Pusu,1590482336.0
6196,Original,站在蝼蚁的角度涉观无限大宇宙，是已知宇宙最大的嗔妄。,安世,朴素,Pusu,1590482351.0
6197,Original,醉生梦死才是人生真正追求。,乱世,朴素,Pusu,1590482366.0
6198,Original,事與願違，安天命乎？,乱世,朴素,Pusu,1590482377.0
6199,Original,文豪野犬的区别，或许在于浪漫，与非浪漫。,小世,朴素,Pusu,1590482403.0
6200,Original,持道而修，不可议其。,安世,朴素,Pusu,1590482437.0
6201,Original,所谓豪言壮志，只是为了安慰某刻的自己。,安世,朴素,Pusu,1590482644.0
6202,Original,翻开对你仅有的记忆，然后放大，彻底的覆盖我的脑海。,小世,朴素,Pusu,1590482655.0
6203,Original,当黄昏时的光照耀在我的脸颊，我就知道夜晚快要来临了。,小世,朴素,Pusu,1590482666.0
6205,Original,没有过多的幸运值，就得拥有个坚持不懈的斗志。,安世,朴素,Pusu,1590482713.0
6206,Other,前程莫怕无知已，只怕每天只有404。,IT程序员,云歌,yunge,1590851823.0
6207,Animation,花无凋零之时，爱无传达之期，爱情亘古不变，紫罗兰永世长存。,紫罗兰永恒花园,曉佳奈,V,1590833495.0
6208,Original,不要太在意，太在意会开始害怕失去。,原创,Cherri,7cherri,1590772661.0
6209,Animation,相比昨日明日，今天更适合开始。,Comic Girls,杉坂天汰,香风智成,1590759314.0
6210,Original,我不是畏惧风，我只是怕风把沙子吹到我的眼睛里！,日常随笔,白凝羽,白凝羽,1590722736.0
6212,Netease,在不同的遭遇里我发现你的瞬间，有种不可言说的温柔直觉。,保留,郭顶,陨星、若芜芫,1590718236.0
6213,Original,因为你在，我不是太阳，而是化作星辰，与你遨游星空。,原创,若芜芫,陨星、若芜芫,1590716277.0
6214,Internet,改革不停顿，开放不止步。,习近平总书记改革开放金句,习近平,LemonPig,1590580002.0
6215,Original,结果需要的是一个开始。没开始说什么都是废话。,小世,朴素,Pusu,1590483091.0
6216,Original,逆而顺之，顺而逆之。,大世,朴素,Pusu,1590483069.0
6217,Original,非人之学能，非人之能学。,大世,朴素,Pusu,1590483051.0
6218,Original,黄昏时的天略带有妩媚。,小世,朴素,Pusu,1590483082.0
6219,Original,一个人的思想等于一个人的素养。,大世,朴素,Pusu,1590483025.0
6220,Original,也许是把一些事物看太重了，然而失去了才患于恋恋不舍。,安世,朴素,Pusu,1590483010.0
6221,Original,没有逃不脱的厄难！如果有，那是因为还没找到那合理的理由！,乱世,朴素,Pusu,1590482999.0
6222,Original,明明是个视观者，却以主角的观念活着！,安世,朴素,Pusu,1590482969.0
6223,Original,一切都将成为过去。 当一切都将成为过去的时候你得到了什么?,小世,朴素,Pusu,1590482979.0
6224,Original,不肯迈出第一步的人永远学不会走路，也无法体会奔跑的喜悦！,安世,朴素,Pusu,1590482928.0
6226,Original,别人无法左右你，别人只是帮你决定了你犹豫不决的决定而已！,小世,朴素,Pusu,1590482908.0
6227,Original,心血来潮的时候，总会有那么几人要顿悟的。,安世,朴素,Pusu,1590482828.0
6229,Original,思路也仅仅是思路，不能赖于行走。况且也不止于一条。,安世,朴素,Pusu,1590482791.0
6231,Original,放下的过程很难，但是结束的来临很快。,小世,朴素,Pusu,1590482774.0
